	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Itgav	0.000108341538487155	0.118321553153185	0.302	0.215	1
BC052040	0.000108577646175347	0.0993095482204511	0.288	0.205	1
Abr	0.00010976615475198	-0.276709462382732	0.475	0.537	1
Mfsd4a	0.000109845808507459	0.104339246047045	0.174	0.11	1
Gtf3c1	0.000109880411068266	0.114453812882262	0.396	0.303	1
Rdx	0.000110212651317408	0.131979642015285	0.835	0.754	1
Dnttip2	0.00011053822761365	0.144337356196901	0.674	0.582	1
Katna1	0.000111197497943906	0.102175674190329	0.35	0.259	1
Dap3	0.000111203447014685	0.103326919730466	0.598	0.492	1
Atp5b	0.000111270007156815	0.135314637692478	0.96	0.936	1
Utp18	0.000111726008583932	0.171365833533318	0.559	0.465	1
Psmb6	0.000111836293293646	0.157993911937394	0.87	0.811	1
Rptor	0.000111973458225325	0.103272548405869	0.364	0.274	1
Poll	0.000112292141959098	0.0736869210085128	0.11	0.06	1
Cul7	0.000112580148093419	0.0729668597554607	0.173	0.108	1
Nek7	0.000112807128988983	-0.203979393116286	0.622	0.656	1
Zfp451	0.000113418738551845	0.0607777690128741	0.383	0.281	1
Phf14	0.000113699678867391	0.151425124888469	0.794	0.718	1
Gm20492	0.000113938733299807	0.0544776287765005	0.122	0.068	1
Kti12	0.000115892030359642	0.0897257124424369	0.39	0.289	1
Cbwd1	0.000115898178896261	0.0993349717937096	0.309	0.226	1
Ddx39b	0.000115905479195133	0.130085927847211	0.923	0.85	1
Mrpl35	0.000116033128028907	0.124466415760543	0.569	0.465	1
Arih1	0.000116102526149502	0.198588307758017	0.846	0.77	1
Hnrnph1	0.000116273411267235	0.1200191937933	0.664	0.553	1
Rufy2	0.000117107668920475	0.0979565570932108	0.177	0.112	1
Hdac7	0.000117175356322376	0.0726042659474156	0.273	0.19	1
Prorsd1	0.000117543138531583	0.143824750262735	0.532	0.429	1
Nbea	0.000117810616142845	0.17915957629995	0.113	0.062	1
Zdhhc17	0.000117972604815863	0.116407811683366	0.312	0.227	1
Ttc21b	0.000118396240642335	0.0990627220380286	0.142	0.085	1
Eef1d	0.000118698003129555	0.135619970574634	0.91	0.904	1
Fam102b	0.000119072948502134	0.113778246091573	0.344	0.257	1
Cars	0.000119336513711041	0.0787769462987791	0.142	0.084	1
Gm49980	0.000119720497976746	-0.147819838465943	0.122	0.183	1
Cwc27	0.000119781237066881	0.149884977515322	0.523	0.423	1
Myl12b	0.000120150926026305	-0.183435784629405	0.871	0.861	1
Sp3	0.00012058399726334	-0.243388471291972	0.706	0.71	1
Traip	0.000123109619471783	0.102990554145912	0.203	0.134	1
Sin3b	0.00012395443597745	0.141381061748014	0.799	0.727	1
Scai	0.000124096958873863	0.0968036489313945	0.328	0.24	1
Mpc1	0.000124228162433464	-0.232565676678012	0.767	0.778	1
Gpsm1	0.000124703522705292	0.0643602126276068	0.134	0.077	1
Etaa1	0.000124867010616802	0.114025558685596	0.371	0.281	1
Cad	0.000125396972128068	0.0563946343080051	0.14	0.082	1
Ywhab	0.000126341418851292	0.138871951713826	0.867	0.793	1
Tsen2	0.000126505907363563	0.0738885354166088	0.207	0.136	1
Metrn	0.000127152662572541	0.121344320059217	0.348	0.262	1
Hddc2	0.000128184530153193	0.100414543644274	0.55	0.435	1
Isca1	0.000128247172829897	0.0829302786211859	0.219	0.148	1
Snx30	0.000128359737263112	-0.203135613920142	0.427	0.488	1
A630089N07Rik	0.00012908611562515	0.0809153026992681	0.297	0.213	1
Golm1	0.000129812742502449	-0.206989151089118	0.286	0.36	1
Tcp11l1	0.000130047146810909	0.0717498499470197	0.166	0.103	1
Gm10762	0.000130711758342126	0.0781336521070139	0.205	0.131	1
Tpk1	0.000131098041804226	0.146833872760269	0.378	0.288	1
Wfdc17	0.000131528088731654	0.163276230969545	0.107	0.058	1
Tnfaip8	0.000131727005611599	-0.171900294302904	0.886	0.88	1
Psmd2	0.000132022998791628	0.126450043863783	0.584	0.477	1
Elp2	0.000132259880690099	0.0824896116042241	0.321	0.232	1
Uri1	0.000132921763043307	0.111584839614653	0.645	0.544	1
Akr1b10	0.000133972419971796	0.0455707719105835	0.185	0.119	1
Mcm6	0.00013399733106114	0.142358161079896	0.722	0.623	1
Nek6	0.000134240651131887	-0.243553188508869	0.546	0.589	1
Nadk2	0.000134284443906981	0.116056976039615	0.327	0.244	1
Tipin	0.000134305964936087	0.199828085975598	0.614	0.545	1
Fbxo9	0.000134405268134724	0.0725176876666475	0.327	0.236	1
Ggnbp2	0.0001349932401463	0.161189537638643	0.707	0.602	1
Golga4	0.000135654014120332	0.0979371956657965	0.4	0.302	1
Cdk5rap2	0.000136416983972602	0.113750860756288	0.321	0.243	1
Zfp422	0.000136459819751122	0.129491843054334	0.672	0.571	1
Itga9	0.000136674127740733	0.0779610305613689	0.111	0.061	1
Fbxo22	0.00013669341572261	0.103270871831928	0.43	0.335	1
Med29	0.000137380196734363	0.102883851254013	0.479	0.372	1
Nudt2	0.00013753078930441	0.094502857310759	0.309	0.226	1
Eif4g2	0.000138786253178607	0.130286518739447	0.873	0.814	1
A930006K02Rik	0.000139368394444025	-0.216652443591991	0.188	0.255	1
Psmd6	0.000140385000357388	0.130312978270222	0.694	0.592	1
Coq7	0.000140592419040426	0.094207322175717	0.389	0.287	1
Med8	0.000140784928770552	0.127555573117626	0.553	0.438	1
Ddx21	0.000141305590946487	0.108723791196778	0.7	0.604	1
Hcst	0.000141846610992558	0.0554832163664114	0.229	0.153	1
Ssbp4	0.000142012484756375	0.12463907117686	0.557	0.464	1
U2af2	0.000143283819275018	0.100423247584139	0.667	0.576	1
Agpat2	0.000144258078100004	0.0928732164173117	0.268	0.188	1
Npl	0.000144333252632772	0.102237012236363	0.287	0.204	1
Itm2a	0.000144900630083773	0.0713206764195772	0.19	0.121	1
Fam89b	0.00014530221045417	0.0927173546703345	0.481	0.379	1
1810026B05Rik	0.00014531322378214	0.121315950392634	0.886	0.783	1
Rapgef5	0.000145445288863871	0.0641503846612469	0.141	0.084	1
Rel	0.000146055047929021	-0.258724323345119	0.669	0.683	1
Lap3	0.000146576663666574	0.130237589473038	0.391	0.303	1
Hnrnpf	0.000148193434088336	0.122156341056266	0.974	0.953	1
Washc4	0.000148347742967373	-0.211219449207792	0.595	0.635	1
Ptpn18	0.00014887088364827	0.135400726584788	0.928	0.902	1
Rpap2	0.000148945835994175	0.0953797646998559	0.259	0.183	1
Macrod2	0.00014982296793325	0.127746302207631	0.232	0.16	1
Rabgef1	0.000150007540553484	0.117930052112314	0.357	0.271	1
Ebpl	0.000150568543347593	0.115471542783988	0.494	0.389	1
Dock4	0.000151794038332791	-0.230355123236637	0.174	0.244	1
Glrx3	0.000152070901439131	0.12844889996808	0.893	0.851	1
Zfp395	0.000152552677311469	0.0796707179760654	0.274	0.193	1
Abcb8	0.000152790634728217	0.0607530826688446	0.142	0.084	1
Aasdhppt	0.000152891107237857	0.104373232270024	0.44	0.342	1
Hnrnpr	0.000153219818909937	0.144064248607451	0.81	0.737	1
Lrp6	0.000154572125171368	0.114369021888956	0.464	0.358	1
Tedc1	0.000154726326908375	0.0616600564343483	0.154	0.093	1
Sh3glb2	0.000154811273505096	0.0946285672322227	0.258	0.183	1
Clec2i	0.000155158518139502	0.117070758148521	0.248	0.173	1
Ino80d	0.000155775093398941	0.0712859828610014	0.416	0.319	1
Mnat1	0.000156737060077505	0.0992571862876137	0.547	0.451	1
Cfdp1	0.000157291835647779	0.155801932672335	0.701	0.609	1
Fam133b	0.000158039895591169	0.160860397314547	0.66	0.569	1
Hivep2	0.000158105161055829	0.107308871325323	0.321	0.235	1
Nsfl1c	0.000159034620970372	0.133731643145556	0.526	0.436	1
Pex13	0.000159780888073708	0.0844710413351459	0.481	0.379	1
Mrps9	0.000160604915139756	0.120856699360771	0.545	0.444	1
Gtf3c6	0.000160625857235806	0.136311715126208	0.582	0.494	1
Oaz2	0.000160782104832937	0.0692776272754397	0.262	0.179	1
Slc9a7	0.000161141277618932	-0.237832511806285	0.409	0.476	1
Rnaseh2c	0.000162428961678953	0.142888013137004	0.693	0.597	1
Slc39a6	0.000163954308805596	0.083093380502599	0.315	0.234	1
Pigu	0.000164930439241696	0.0780744894905112	0.252	0.174	1
Bdh1	0.000165427011098012	0.074054452793892	0.185	0.118	1
Ttc7b	0.000166148253116484	0.12036056899185	0.282	0.202	1
Rab2a	0.000167937343629243	0.115134956523174	0.956	0.902	1
Dalrd3	0.00016844972087256	0.0698271471238116	0.348	0.253	1
Urod	0.000168488387590394	0.118398697209725	0.385	0.296	1
Scly	0.000168508708981503	0.0755299957242688	0.177	0.114	1
Zyg11b	0.000168972926885894	0.0605608577207721	0.294	0.209	1
Mllt10	0.000169488691238771	0.134989739372988	0.769	0.68	1
Abcc5	0.000169771242333685	0.0831399356698405	0.137	0.082	1
Psmb9	0.000169781831940241	-0.174992239288887	0.765	0.764	1
Eml2	0.000169920204299188	0.0824392060374624	0.211	0.14	1
Cdc16	0.000170079264921773	0.0865221471502217	0.374	0.285	1
Ralgps2	0.000170774601917478	0.192645531085503	0.674	0.608	1
Scyl3	0.000171278697938163	0.0460633300459137	0.244	0.163	1
Eid2	0.000171732837152432	0.0925425170364619	0.211	0.141	1
Rad18	0.000172137868645107	0.122998673161552	0.314	0.235	1
Timm9	0.000173809750661012	0.116291273585339	0.491	0.393	1
Rcl1	0.000174567768928259	0.0851059486467952	0.352	0.262	1
Hacl1	0.00017488444866257	0.0799471371738625	0.19	0.124	1
Phldb3	0.000174887160752125	0.0939129383807236	0.143	0.087	1
Rufy1	0.000176812028446415	-0.223823702642125	0.457	0.505	1
Ttyh3	0.000178979040789068	0.0797602858845298	0.34	0.253	1
BC005561	0.000181054859219554	0.104111842403528	0.398	0.306	1
Rnaseh2b	0.000181572835206686	0.123177291099263	0.476	0.393	1
Dis3l	0.000181627167389855	0.064921606206148	0.14	0.084	1
Tradd	0.000181665085868894	0.0602031184693915	0.307	0.221	1
Tlr7	0.000183028997307031	-0.199319230501313	0.191	0.255	1
Etfb	0.000183137426996872	0.142561355213369	0.819	0.756	1
Sipa1l3	0.000183247790020517	0.0883646471648445	0.214	0.144	1
Pdlim2	0.000183684179552205	-0.154271343665593	0.241	0.31	1
Zfp521	0.000184277489477303	0.0995148522868377	0.235	0.161	1
Lrrc59	0.000184323117865641	0.118123837732742	0.596	0.505	1
Ifih1	0.000185298804935989	0.0816424283170226	0.146	0.088	1
Calhm2	0.00018617484629197	-0.185773331420073	0.303	0.368	1
Arid3b	0.000190158658662734	-0.241487060918911	0.278	0.342	1
Snx9	0.00019050627316042	-0.16068350139081	0.704	0.751	1
Cdpf1	0.000191095264980509	0.0759415354166251	0.301	0.218	1
Slc44a1	0.000192751627527757	0.165348495160744	0.34	0.264	1
Elk4	0.000193205477416873	0.0833373109564658	0.358	0.266	1
Aff4	0.000194282641310849	0.196180070054894	0.687	0.575	1
1700123O20Rik	0.000194704596277803	0.0928176836578539	0.5	0.389	1
Ddb2	0.000194785040610454	0.0732387487319272	0.188	0.121	1
Vgll4	0.000195884915590248	0.107150866951451	0.526	0.422	1
E130307A14Rik	0.000197347029170073	0.0734688517825495	0.276	0.198	1
Trrap	0.000197523927242315	0.105035704452252	0.344	0.259	1
Mrpl23	0.000198631507949375	0.132328877998823	0.848	0.768	1
Pde4b	0.000199154904240116	0.21093714192741	0.741	0.649	1
Akr1b3	0.000199243570825688	0.115518358733945	0.7	0.6	1
Psmb5	0.0001992819662108	0.146327303582719	0.855	0.802	1
Gnpnat1	0.000199501663757416	0.0901050961686863	0.3	0.219	1
Prxl2c	0.000199706052388415	-0.214816270688048	0.557	0.603	1
Rcn2	0.000200384900057599	0.125220531506133	0.486	0.393	1
Cd3eap	0.000201860433030607	0.122120462165021	0.397	0.306	1
Ppp4r3a	0.000201942094096703	0.12897156300311	0.601	0.509	1
Grik5	0.000203021177794081	0.0626930912435039	0.103	0.056	1
Mettl16	0.000203868640104391	0.0969974868732661	0.528	0.418	1
Kif13a	0.000204917963877522	0.0844859795733076	0.248	0.174	1
Mrps27	0.000205963039685044	0.0851254696381846	0.287	0.207	1
Ptprcap	0.000208271613589658	0.131513018847291	0.924	0.903	1
Stoml2	0.000208494148003401	0.132397907455284	0.602	0.502	1
Arl3	0.000208961456759206	0.0829026372664897	0.506	0.39	1
Trub1	0.00020906081558998	0.0788612598259865	0.227	0.156	1
Casp3	0.000211218352730159	0.146519850711404	0.568	0.482	1
Rbms2	0.000211348881642591	0.100953336215803	0.256	0.179	1
Ing2	0.000212404684716114	0.10861460836297	0.534	0.423	1
Pja1	0.000212640051938358	0.0639468114502254	0.223	0.15	1
Tubg1	0.000212786556047881	0.114008673680527	0.357	0.27	1
Frmd6	0.000213992552553484	0.0723177332908025	0.11	0.061	1
Tsta3	0.000215842608370105	0.0759819324869609	0.372	0.281	1
Ifrd2	0.000216661446127262	0.0844756010627858	0.283	0.202	1
Ppie	0.000217171536574736	0.0994526700898954	0.562	0.451	1
Ctnnb1	0.000218246144883158	0.129263313318379	0.602	0.507	1
Slc38a2	0.000218438280480207	0.130135059189615	0.731	0.629	1
H3f3b	0.000218814562846081	-0.156057653092941	0.999	0.998	1
Ccdc77	0.000219938027602998	0.0764287985028004	0.291	0.212	1
Ehbp1	0.000220524866024049	0.0596858193181567	0.133	0.078	1
Tns3	0.000221066738804031	-0.248775918275533	0.302	0.368	1
Csf2rb	0.000221149796183532	-0.169701993922634	0.269	0.336	1
Zfp771	0.000221305659107663	0.10831508182667	0.456	0.359	1
Cd200r1	0.000223764413236966	-0.238879262163393	0.36	0.431	1
Idh3g	0.000224155467873569	0.129724555785115	0.671	0.594	1
Utp20	0.000224253487600895	0.104575837722064	0.271	0.192	1
Prmt5	0.000226315131588163	0.0832228811354683	0.321	0.232	1
Hnrnpd	0.000226828823667618	0.147392834473357	0.919	0.893	1
B3gnt2	0.000226961652735933	-0.184873554200272	0.673	0.716	1
Tmem51	0.000227513652961429	-0.124426257910968	0.059	0.107	1
Utrn	0.000228046433812646	0.112096995480698	0.639	0.541	1
Hif1an	0.000228483203345061	0.060797075044069	0.237	0.163	1
Ola1	0.000230027434996357	0.1271818562389	0.805	0.716	1
Ppih	0.000230099441281012	0.0917609156199458	0.492	0.398	1
Sugt1	0.000233754724707848	0.129971220859531	0.648	0.537	1
Ldha	0.000233804775408029	0.118964697507917	0.923	0.888	1
Pls3	0.000233877619076212	-0.119504958306032	0.055	0.1	1
Prrc2c	0.000235321718434294	0.162239215349851	0.928	0.876	1
Pnkd	0.000235819523896909	0.103970473773863	0.537	0.433	1
Ralbp1	0.00023598341013041	0.105463629143351	0.743	0.636	1
Snapin	0.000236113546017043	0.0893647181306451	0.267	0.191	1
Rapgef1	0.000236774513761829	-0.234648568559387	0.459	0.518	1
Zfp146	0.0002369261781596	0.103085114544061	0.282	0.203	1
Sorbs1	0.000237092555460279	0.0751168742525518	0.103	0.056	1
Pitrm1	0.000237298550724986	0.0687724274036025	0.276	0.198	1
Stk17b	0.000237510195259523	-0.171671445355211	0.883	0.892	1
Repin1	0.000239339817557278	0.0588342032646008	0.101	0.055	1
Plxnd1	0.000239397851444426	0.0352385497087914	0.136	0.079	1
Hibch	0.000240565896513668	0.0568004995969276	0.287	0.204	1
Cep78	0.000243181981282226	0.115373329337107	0.303	0.222	1
Spred2	0.000244619466403963	0.103499192360896	0.252	0.176	1
Phrf1	0.000244797969554602	0.0703387356923804	0.431	0.337	1
Eif3j2	0.00024744049915989	0.0700544598233663	0.345	0.253	1
Rbms1	0.00024806478461046	-0.196169426966046	0.536	0.571	1
Rabl2	0.000248932468886378	0.0572665059939737	0.11	0.061	1
Rab33b	0.000249706725091165	-0.211136695796774	0.387	0.451	1
Ppp1ca	0.000250244292150112	0.13654329878624	0.914	0.875	1
Eif2s3x	0.000251287705071673	0.128792331626982	0.53	0.427	1
Adgrl1	0.000251481870129599	0.0562501925332329	0.109	0.06	1
Trim37	0.000251915670378385	0.106075307399697	0.376	0.289	1
Nabp2	0.000252701327986877	0.0892781958969688	0.445	0.349	1
Rap2b	0.000252907848563222	0.0758489328335831	0.336	0.248	1
Med19	0.000254953132263989	0.11023956077702	0.456	0.358	1
Cables2	0.00025500039692491	0.037066445365405	0.103	0.055	1
Prrc2b	0.00025505606706305	0.123420393968196	0.457	0.365	1
Mmadhc	0.000255378773930041	0.102695122044539	0.397	0.307	1
Arl1	0.000256977916203606	0.123354831486285	0.642	0.547	1
Gspt1	0.000258054111557296	0.128361759757273	0.825	0.749	1
Pcyt1a	0.000258330881499559	-0.205575684269603	0.505	0.564	1
Srsf5	0.000258482998598662	0.116817154260076	0.962	0.908	1
Pus7	0.000258646366956314	0.0849050285879518	0.242	0.17	1
Zfp830	0.00026012570391659	0.0942073414288044	0.462	0.364	1
Prpf31	0.000261007246765989	0.146591091652736	0.488	0.411	1
Phax	0.000261883962745073	0.109483592386606	0.635	0.527	1
Mcm4	0.000262508148322185	0.142156146460396	0.604	0.51	1
Ndufs4	0.000266350212193693	0.129689651965217	0.82	0.715	1
Pecam1	0.000268221801893154	-0.290881401837332	0.594	0.62	1
Jak3	0.000269555932052707	0.0950128928190342	0.158	0.1	1
Fgfr1op	0.000270005580568204	-0.236934471769377	0.464	0.503	1
Arid1a	0.000270978166514445	0.128434833612137	0.695	0.602	1
Polr2f	0.000271347404139916	0.136991842722195	0.739	0.65	1
Ddx54	0.000272307713400966	0.104296993064892	0.618	0.501	1
Nelfa	0.000272623322539018	0.0612042794502223	0.378	0.28	1
Bccip	0.000272961836976543	0.0981332442731581	0.581	0.478	1
Sbno1	0.000274340480709305	0.131061893979348	0.566	0.467	1
Wdr55	0.000274476510934484	0.0737014765158856	0.22	0.15	1
9130401M01Rik	0.000275048047917583	0.0859250291733258	0.323	0.236	1
Dek	0.000275612861729992	-0.176408284736087	0.909	0.898	1
Tceal8	0.000276000686315547	0.0891603128771655	0.313	0.233	1
Mgat2	0.000276111566061726	0.0950559417233727	0.573	0.464	1
Slc22a3	0.000276688456938224	0.0662581451778546	0.103	0.056	1
Taf1b	0.000278010541176873	0.116047584418431	0.399	0.311	1
Znrf3	0.000279753498154882	0.107712433876182	0.282	0.206	1
Gm10563	0.000280934118859539	0.0667846998864311	0.137	0.084	1
Mir155hg	0.000284147119497854	0.0829056652784004	0.114	0.064	1
Zdhhc3	0.000284772031411068	0.0646192371369136	0.43	0.324	1
Bckdhb	0.000284851955757319	0.117309093835827	0.226	0.16	1
Thoc5	0.000284960326788252	0.0788001975223965	0.288	0.206	1
Gm17251	0.000285766765016935	0.044259177272331	0.203	0.133	1
Armcx5	0.000286085114991446	0.0928820841081757	0.149	0.092	1
Ddx27	0.000286216603094668	0.131533833035848	0.56	0.458	1
Ampd3	0.000286762158684412	0.0308552154071055	0.116	0.064	1
Fam168a	0.00028802166980536	0.0549727415447092	0.391	0.294	1
Tasp1	0.000288209407088016	0.0674502616281505	0.3	0.221	1
Emilin1	0.00028853494660205	0.10208889842812	0.195	0.131	1
Ncoa5	0.000289113030040197	0.079363775528687	0.322	0.24	1
Nemp1	0.000290002901733124	0.0747850663054431	0.181	0.12	1
Anapc1	0.00029194300602907	0.094295742487754	0.373	0.287	1
Eif4ebp1	0.00029538783388416	0.135732846231461	0.527	0.437	1
Kif3a	0.000295815609354601	0.128836470009009	0.187	0.127	1
Prkacb	0.00029595430647983	0.120187228309643	0.477	0.388	1
Abcg2	0.000297384175759579	0.100781161092873	0.254	0.18	1
Arhgef2	0.000298926600588458	0.110774917743252	0.414	0.321	1
Pak1ip1	0.000299201200296808	0.0911883826192528	0.688	0.591	1
Lamtor5	0.00029998856015923	0.10592197201714	0.684	0.599	1
Aen	0.000301114914919932	0.0795933459231421	0.325	0.24	1
Frs2	0.000301448150996348	0.113422834565027	0.47	0.378	1
Pik3r5	0.000301759673768568	-0.193521249913165	0.173	0.237	1
Strap	0.000301852984939271	0.124681350928233	0.699	0.607	1
Srrm2	0.000304039139820071	0.0988088203242499	0.977	0.956	1
Poldip2	0.000304360419240695	0.116440387108547	0.396	0.308	1
Slc50a1	0.000304623579467796	0.153515108598773	0.589	0.497	1
Smg8	0.000305332574680043	0.042445023828327	0.102	0.055	1
Urm1	0.000306674503550026	0.0945591684675552	0.379	0.285	1
G6pc3	0.000306980857869833	0.0891565052766622	0.233	0.162	1
A430010J10Rik	0.000307268158629095	-0.168708948695676	0.095	0.149	1
Aamp	0.000307909336888499	0.120365986794301	0.71	0.607	1
Twf2	0.000309590899889466	-0.218968541321293	0.674	0.685	1
Msantd4	0.000310252973639338	0.0757313712275756	0.199	0.133	1
Clip1	0.000311246184028492	0.118348491260681	0.339	0.262	1
5330438D12Rik	0.000311311658219625	0.129257897731511	0.486	0.394	1
Dhx30	0.000313359945935161	0.0686501690701292	0.422	0.323	1
Impa2	0.000313737535820249	0.128475499721795	0.498	0.409	1
Slco4a1	0.000314518083690327	-0.122872097821331	0.063	0.108	1
Usp24	0.000314619203433844	0.0888308187828742	0.523	0.409	1
Rad50	0.000315670758297662	0.116691619638904	0.629	0.535	1
Smim4	0.000315913983823644	0.1161633332372	0.571	0.48	1
Nop2	0.000316261709880222	0.0718246429762901	0.262	0.185	1
Ddx18	0.000316841889131476	0.0771222167406898	0.607	0.512	1
Pmf1	0.000317040898024499	0.102797583164142	0.411	0.323	1
Pds5a	0.000317531148514711	0.111845541172578	0.73	0.626	1
Cebpz	0.000318148313092446	0.116327449382707	0.729	0.651	1
Capg	0.000318596146473779	0.127286385059916	0.688	0.58	1
Ptpn2	0.000318819580710949	0.0856795975029577	0.584	0.481	1
Olfm1	0.000319283470006214	0.0882771201489437	0.116	0.068	1
Crem	0.00031999236871842	0.094697482182873	0.305	0.227	1
Mrto4	0.000322366031293501	0.146310965757507	0.543	0.458	1
Pqlc1	0.00032243143404717	0.0668425102345866	0.21	0.142	1
Psmc1	0.00032249414532972	0.110098188175354	0.545	0.45	1
Tssc4	0.000323650896241673	0.0986986064579209	0.364	0.276	1
Cmah	0.000325806833476697	-0.184975389695613	0.469	0.562	1
Diaph3	0.00032691280171467	0.224316312486946	0.464	0.381	1
Terf2	0.000329195071706492	0.0883038493623021	0.39	0.303	1
Ell2	0.000329517454560619	0.0779159954102326	0.229	0.157	1
Slit2	0.000329585936772842	0.05856442419123	0.123	0.072	1
Yars	0.000330102134304473	0.0970011828392454	0.373	0.287	1
Hspb11	0.000331223539119761	0.105217710274265	0.391	0.304	1
Gpbp1	0.000331291264706698	0.107822830936446	0.802	0.716	1
Tlk2	0.00033131751717416	0.121425213960962	0.589	0.489	1
Luzp1	0.000331388897232951	0.0655045387206687	0.284	0.208	1
Atrip	0.000333724911551839	0.0745793205011522	0.284	0.206	1
Pik3cb	0.000335039039969185	-0.175176776193593	0.211	0.274	1
Anp32e	0.000337465685487684	0.126583845411095	0.828	0.745	1
Coq10b	0.000338176527508395	0.13233347142768	0.382	0.294	1
Traf3ip1	0.000339426028791212	0.040135735187921	0.126	0.073	1
Capn10	0.000343816218028124	0.0806577809440973	0.13	0.078	1
Htra2	0.000344119736664465	0.0967271014125042	0.315	0.236	1
Cisd2	0.000344731358421103	0.116090442018209	0.641	0.541	1
Ccdc122	0.000345332368546506	0.0753479147151326	0.148	0.092	1
Manf	0.000346042728610843	-0.168948236391174	0.855	0.863	1
C1galt1	0.00034630571063099	-0.241550532955764	0.361	0.418	1
Fnta	0.000346906827852747	0.140050906525804	0.495	0.396	1
Nkapd1	0.000347526011981808	0.0634342690722869	0.422	0.324	1
C1qbp	0.000348031294957067	0.155602178380456	0.827	0.777	1
Abl1	0.000348468704398609	0.0935989716506493	0.325	0.245	1
Rif1	0.000349440224611646	0.116809088622553	0.602	0.497	1
Itgb3bp	0.000349476074176365	0.0636580532395358	0.437	0.339	1
Oasl1	0.000350314313498887	0.074087214715098	0.103	0.057	1
Chchd10	0.000350905656297148	0.132462378362612	0.423	0.343	1
Smc1a	0.000351722231867945	0.142787230213056	0.834	0.774	1
Atf6	0.000353187267952295	-0.176550309180184	0.622	0.681	1
Csf2rb2	0.000353241270642269	-0.158927785982918	0.145	0.205	1
Rxylt1	0.000353320019480594	0.131511250489598	0.366	0.284	1
Pigp	0.000354762444660006	0.154354644799905	0.487	0.392	1
Txn1	0.000355079800123319	0.150894887162191	0.897	0.86	1
Kras	0.000355463278914819	0.138585219441496	0.706	0.62	1
Ttc37	0.000356569938324056	0.0844563639719113	0.38	0.298	1
Wdr26	0.000360452556807168	0.140809394658271	0.723	0.638	1
Ints3	0.000360536934549769	0.0674341472474507	0.225	0.154	1
Mitd1	0.00036086762383608	0.061255068125124	0.336	0.25	1
Exosc1	0.000361032754326924	0.10345253877331	0.489	0.385	1
Zer1	0.000361784434958124	0.0756436158169954	0.186	0.124	1
Bcr	0.000363296285547094	-0.195828379395149	0.499	0.552	1
Snx10	0.000363529154228526	0.0634283989988824	0.402	0.298	1
Tdp2	0.000363912749034874	0.0915182047598168	0.455	0.35	1
Rbks	0.000365820254947627	0.0465060199816439	0.204	0.137	1
Cbx3	0.000373773311833215	0.154045189657685	0.86	0.783	1
Cul1	0.000374745802992114	0.105325617322161	0.764	0.691	1
Fahd1	0.000375125025504671	0.0478122167494137	0.164	0.104	1
Gprasp1	0.000375340651878221	0.0768747831362164	0.265	0.191	1
Ifi44l	0.000378438719726817	-0.134567804149893	0.134	0.194	1
Ccnq	0.000378765445060143	0.0689957720278834	0.323	0.24	1
Adal	0.000379685325160018	0.0512410201050495	0.128	0.076	1
4833420G17Rik	0.000383288962931888	0.0928836527758015	0.576	0.482	1
Sod2	0.000384824774788188	0.100119485478396	0.559	0.468	1
Rpp30	0.000387193709927426	0.0884160844045141	0.409	0.317	1
Lrp8os2	0.000387640499538431	-0.126826371829067	0.081	0.132	1
Cnot11	0.000389064881650484	0.081402189135909	0.338	0.256	1
Mns1	0.000389443929880935	0.10240288584682	0.326	0.244	1
Cfap97	0.000389557908517537	0.0720186942774563	0.406	0.31	1
Prkch	0.000389977862594946	0.17266778137025	0.43	0.351	1
Cdc37	0.00039324436311231	0.135789778529914	0.838	0.762	1
Acot7	0.000393740397861809	0.0837806083262284	0.328	0.246	1
Fam98c	0.00040086571294898	0.0979070702295183	0.454	0.36	1
Huwe1	0.000400977295645647	0.138577364802302	0.739	0.646	1
Naa10	0.000403246557554949	0.107920583446773	0.586	0.482	1
Psma2	0.00040478906983658	0.105442601586285	0.911	0.864	1
Btf3	0.000406089826920718	0.109490570611495	0.964	0.961	1
Coq3	0.000406264424156776	0.0785814491163509	0.16	0.102	1
Znhit6	0.000409679046004324	0.0785607951387225	0.415	0.322	1
Armc10	0.000410350628771541	0.0755387695255494	0.315	0.23	1
Ddx24	0.000411752557634359	0.148259662119608	0.832	0.735	1
Gpr174	0.000412690658311998	-0.215073615658949	0.32	0.386	1
Nup155	0.00041395991908195	0.0605461427798998	0.283	0.205	1
Nufip1	0.000415632118686962	0.0903499087141743	0.479	0.375	1
Ankrd13a	0.000417810124160546	0.132802323755385	0.496	0.411	1
Slc48a1	0.000420209005776623	0.114042596708149	0.328	0.249	1
Zfp668	0.000422885889423951	0.0681417469205457	0.141	0.087	1
Ss18	0.000423772680649314	0.121989826374784	0.52	0.421	1
Fam53a	0.000423900810837065	0.0580143682562795	0.354	0.264	1
9930021J03Rik	0.000425540633189845	0.147203952154558	0.493	0.397	1
Secisbp2	0.000427287550738289	0.0905091148167724	0.506	0.406	1
Pno1	0.00042901551539647	0.0668660285360477	0.351	0.267	1
Gabpb1	0.000429245815212492	0.13170440607697	0.451	0.36	1
Snhg3	0.000432662655244937	0.0981391735591125	0.386	0.302	1
Rsf1os1	0.00043442441169476	0.112497142265882	0.129	0.078	1
Akt1	0.000435159365147205	0.0820822278875043	0.519	0.419	1
