	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Snrnp25	4.6397502101499e-12	-0.256886279610289	0.434	0.594	9.81121579438298e-08
Mrpl34	4.85628032306864e-12	-0.275844233754323	0.714	0.815	1.0269090371161e-07
Dcun1d1	4.98161496709843e-12	-0.407065544613457	0.344	0.496	1.05341230094263e-07
Cnot6l	5.07680449017848e-12	-0.305605755708912	0.65	0.771	1.07354107749314e-07
Cnp	5.17124990003219e-12	0.339457919185228	0.791	0.681	1.09351250386081e-07
Plaur	5.19696349739945e-12	0.491487926207541	0.466	0.329	1.09894990116009e-07
Camk1d	5.35974885382122e-12	0.407699525005024	0.895	0.873	1.13337249262904e-07
Snrpa1	5.54869783319804e-12	-0.283455033496307	0.668	0.774	1.17332764380806e-07
Hnrnpab	5.7977341305086e-12	-0.267041327402713	0.834	0.904	1.22598885923735e-07
Rassf4	6.01196644844055e-12	0.328596110868827	0.501	0.351	1.27129042518724e-07
1500011B03Rik	6.14753045850278e-12	-0.267627894969448	0.437	0.601	1.299956790755e-07
Atpif1	6.33085084904659e-12	-0.317645914095791	0.827	0.879	1.33872172053939e-07
Glcci1	6.33859391628659e-12	0.440330720405018	0.504	0.353	1.34035906953796e-07
Coro2a	6.95495783759563e-12	0.316556482903175	0.778	0.694	1.47069538433797e-07
Fgr	7.72191821127534e-12	0.395150047746863	0.53	0.367	1.63287682495628e-07
Il15	8.77480743023848e-12	-0.306174972074298	0.093	0.204	1.85552077919823e-07
Snx5	9.71037894224365e-12	0.338850182698885	0.901	0.865	2.05335673112684e-07
Bhlhe40	1.02998969277104e-11	0.288882500376992	0.194	0.084	2.17801620433364e-07
Tpd52	1.10449951852306e-11	0.323875495161895	0.87	0.842	2.33557468186887e-07
Gm12253	1.18157147947413e-11	0.402196372652257	0.41	0.269	2.49855105049599e-07
Isyna1	1.31859788776668e-11	-0.27867351412427	0.377	0.533	2.78830709347143e-07
Pacsin1	1.41020956796139e-11	0.385990967558055	0.614	0.475	2.98202915241115e-07
Cd68	1.44359099664102e-11	0.328328057905747	0.396	0.258	3.0526175214971e-07
Tmem223	1.4846612818852e-11	-0.295263378776039	0.475	0.63	3.13946474667445e-07
Tmem229b	1.50906409544141e-11	0.28531203460179	0.677	0.546	3.19106693622041e-07
4933406I18Rik	1.53852035920464e-11	-0.299540354025958	0.116	0.237	3.25335515157414e-07
Eif5a	1.6959855597697e-11	-0.260917631022509	0.945	0.956	3.586331064689e-07
Tsc22d3	1.77309363308691e-11	0.434235334689965	0.693	0.62	3.74938379652558e-07
Rsl1d1	2.02149899673993e-11	-0.270503203300265	0.712	0.815	4.27466177850626e-07
Ptprm	2.31833454795343e-11	-0.265811965398996	0.062	0.159	4.90235023510233e-07
B2m	2.40799260117013e-11	-0.283905882915779	0.887	0.931	5.09194115443436e-07
Camk2d	2.43570523259482e-11	-0.257242486582502	0.39	0.549	5.150542284845e-07
Tfdp2	2.86518471834076e-11	-0.262099189215002	0.343	0.493	6.05871960540337e-07
Ndufs3	3.39940315809153e-11	-0.250098188210387	0.665	0.781	7.18837791810034e-07
Mef2c	3.40017372886956e-11	-0.257605628873662	0.986	0.996	7.19000736706758e-07
Ero1lb	3.52997489360733e-11	0.358626017843191	0.491	0.365	7.46448491002206e-07
Fos	3.63898951333419e-11	0.656127561163039	0.805	0.786	7.69500722489647e-07
Zfp36l1	4.11365980135965e-11	0.457977834885952	0.59	0.469	8.69874501595512e-07
Dtnbp1	4.12900069796858e-11	-0.268247592603724	0.553	0.68	8.73118487592436e-07
Cadm1	4.18123692982376e-11	0.474662197661403	0.444	0.3	8.84164361180533e-07
Impdh2	4.20953743875256e-11	-0.293600021913191	0.637	0.773	8.90148786798617e-07
Ttc3	4.94614218560446e-11	-0.299661239035136	0.456	0.601	1.04591122656792e-06
Ncf1	4.99819104783698e-11	0.346037962837513	0.684	0.579	1.05691747897561e-06
Clic4	5.18641547231067e-11	0.391197684965154	0.752	0.686	1.09671941577481e-06
Bmp2k	5.37137550708676e-11	0.377621985294951	0.709	0.64	1.13583106472857e-06
Slc44a2	5.40712355884641e-11	0.371369123146363	0.669	0.584	1.14339034775366e-06
Adgre5	5.57941185880399e-11	0.434798571488227	0.427	0.293	1.17982243166269e-06
Serf1	6.02110502739453e-11	-0.264815361351356	0.305	0.444	1.27322286909285e-06
Nfil3	6.08989651246577e-11	-0.372960888322821	0.113	0.224	1.28776951652601e-06
Ucp2	6.333620799693e-11	0.280401085986195	0.914	0.876	1.33930745430308e-06
Gpr183	6.34151111388048e-11	0.532235617086904	0.436	0.31	1.34097594014117e-06
Arl5c	6.61091436592455e-11	0.389472525704785	0.477	0.336	1.3979439518184e-06
Swap70	6.72343095461746e-11	-0.268149750999161	0.289	0.435	1.42173670966341e-06
Ppme1	6.98233773561584e-11	-0.251818579676735	0.244	0.389	1.47648513757332e-06
Tagln2	7.5956909405724e-11	0.28116371867948	0.929	0.937	1.60618480629344e-06
Crlf3	8.28981986460833e-11	-0.304600113977647	0.679	0.801	1.75296530857008e-06
Hsp90b1	8.50054339238114e-11	0.283977092481368	0.969	0.97	1.79752490575292e-06
Ptpn6	8.66966330695072e-11	0.290978721417488	0.84	0.814	1.8332870028878e-06
Tubgcp5	9.17598809022353e-11	0.352898652462505	0.712	0.613	1.94035444155867e-06
Stambpl1	9.30571458087372e-11	0.381960041685282	0.697	0.592	1.96778640527156e-06
Pnp	9.62099663002483e-11	-0.524496677729921	0.569	0.687	2.03445594738505e-06
Psip1	1.00885611083697e-10	-0.287908849043584	0.64	0.78	2.13332713197586e-06
Ocrl	1.03335130010886e-10	-0.250274701248566	0.093	0.199	2.1851246592102e-06
Npc1	1.0732112295707e-10	0.372560373854089	0.482	0.358	2.2694124660502e-06
Ap3s1	1.12086345525538e-10	-0.280820873916777	0.313	0.457	2.37017786248302e-06
Fkbp1a	1.12946256169524e-10	-0.275039338752726	0.683	0.794	2.38836153296075e-06
Hspd1	1.17250850931e-10	-0.380639458505764	0.803	0.854	2.47938649378692e-06
Syngr2	1.34618517868206e-10	0.319800283199092	0.758	0.684	2.84664317884109e-06
Dock10	1.43813688780416e-10	0.376693772693085	0.907	0.872	3.04108426295067e-06
Evi2a	1.63888469867708e-10	0.285171339557042	0.482	0.34	3.46558558382255e-06
Peak1	1.69507567957759e-10	-0.309231877437779	0.266	0.411	3.58440703203477e-06
Gimap6	1.72887807537243e-10	-0.541793090818073	0.487	0.597	3.65588557818255e-06
Scpep1	2.0837914202517e-10	0.322319301987165	0.562	0.445	4.40638533726424e-06
Stx7	2.17470838882396e-10	0.329676437246305	0.723	0.627	4.59863835900716e-06
Lrmda	2.56802357541858e-10	-0.502427892270162	0.377	0.509	5.43034265258014e-06
Tnni2	2.70166023532752e-10	0.340847996070883	0.668	0.569	5.71293073362357e-06
Smarcc1	2.82230310924841e-10	-0.264624535350993	0.6	0.735	5.9680421548167e-06
Ran	3.02295853321848e-10	-0.305638501807514	0.882	0.938	6.39234811434379e-06
Hdac2	3.52206506562062e-10	-0.255839815863036	0.452	0.601	7.44775878776135e-06
Klf12	3.62302034027929e-10	-0.265640829315771	0.053	0.137	7.66123881155459e-06
Tspan13	3.63219124080757e-10	0.366448830941958	0.814	0.79	7.6806315978117e-06
Sdc1	3.67518625362766e-10	-0.274441964416877	0.153	0.269	7.77154885192106e-06
Lgals3	3.77623650741206e-10	0.524251885266057	0.294	0.169	7.98522971857354e-06
Klhl6	3.79538041178068e-10	0.353469176257263	0.74	0.677	8.02571141875143e-06
Elmo1	3.81713050354376e-10	-0.399779263056444	0.752	0.841	8.07170416279363e-06
Sema4b	3.90927276974622e-10	0.345922753958246	0.454	0.327	8.26654819890535e-06
Sorl1	4.21118096773299e-10	0.387579098524303	0.426	0.305	8.90496327436818e-06
Hspa4	4.43598368397109e-10	-0.288822426189935	0.834	0.908	9.38033109812526e-06
St8sia4	4.83186899886938e-10	0.284239263948156	0.911	0.89	1.02174701850092e-05
Pan3	5.47794868892733e-10	-0.303849934420492	0.728	0.822	1.15836702976057e-05
Cpsf6	5.50835191801777e-10	-0.289469657728941	0.631	0.761	1.16479609658404e-05
Magoh	5.62982017720428e-10	-0.256086367662906	0.675	0.783	1.19048177467162e-05
Gns	6.94798218428743e-10	0.357260533383301	0.556	0.444	1.46922031268942e-05
Pdcd4	7.45135572066162e-10	-0.266935007172806	0.681	0.786	1.57566368069111e-05
Ppp1r9a	7.51860571763324e-10	-0.318524564209385	0.116	0.219	1.58988436505073e-05
Itgb7	7.66300121800973e-10	0.327966957642711	0.48	0.35	1.62041823756034e-05
Prkcd	8.12566325919314e-10	0.298942050582207	0.562	0.47	1.71825275278898e-05
Atxn10	8.24902247747209e-10	-0.250910948961165	0.699	0.801	1.74433829308625e-05
Adgrg3	8.48923366099764e-10	-0.291999309149628	0.182	0.306	1.79513334995456e-05
Gna11	8.56991935044306e-10	0.308569979100603	0.39	0.28	1.81219514584469e-05
St7	8.87738388469954e-10	-0.298649183592914	0.301	0.436	1.87721159625857e-05
Zfp608	1.24505646976518e-09	-0.351126572046848	0.664	0.776	2.63279641096546e-05
Plp2	1.25531405431783e-09	0.304417036048618	0.59	0.487	2.65448709926047e-05
Kit	1.37558836018807e-09	-0.294013833056848	0.264	0.393	2.90881914645369e-05
Bfsp2	1.5960151112112e-09	-0.304354881821026	0.108	0.212	3.3749335541672e-05
Tcirg1	1.60046418079047e-09	0.278783299268015	0.44	0.325	3.38434155669953e-05
Ifitm1	1.6884540259588e-09	-1.04361474007574	0.317	0.432	3.57040488329248e-05
Frat2	1.79078872973179e-09	-0.259799639658555	0.328	0.461	3.78680184789084e-05
Ptprj	1.80463411334448e-09	0.355886168128527	0.7	0.617	3.81607929607824e-05
Sesn1	1.82201901546418e-09	-0.286237211623294	0.385	0.521	3.85284141010055e-05
Sik1	1.86850709118022e-09	0.30822004728917	0.796	0.732	3.9511450950097e-05
Ccdc88a	2.07262142317932e-09	0.363813893320231	0.606	0.521	4.382765261455e-05
Prkca	2.39955205455707e-09	0.378002547900941	0.792	0.762	5.07409277456639e-05
Arhgap31	2.68108387160977e-09	-0.258764363447732	0.133	0.242	5.66941995490603e-05
Nop10	2.84597163077006e-09	-0.278260261930563	0.83	0.884	6.01809161042637e-05
Etv6	3.15202118128471e-09	-0.349519938229649	0.837	0.905	6.66526398994465e-05
Sfr1	3.26514093364089e-09	-0.250878035477394	0.814	0.868	6.90446701827702e-05
Tmem176b	3.31169748330284e-09	-0.363824768294905	0.515	0.623	7.00291549819218e-05
Klk1	3.41781484048131e-09	0.615411603967871	0.204	0.104	7.22731126168178e-05
Il6ra	3.66393740781039e-09	0.330072501274607	0.4	0.294	7.74776204255585e-05
Gramd3	3.72051345084764e-09	0.255692583371605	0.207	0.11	7.86739774316242e-05
Cd44	3.83370688294828e-09	0.351072981556459	0.71	0.649	8.10675657468244e-05
H2-Ab1	3.98946529390274e-09	0.860461337539263	0.197	0.104	8.43612331048674e-05
Igf2bp3	4.14638958643455e-09	-0.269798553472143	0.583	0.698	8.76795541947449e-05
Mzb1	4.34575820254997e-09	0.375727933741333	0.751	0.698	9.18954029511216e-05
St6gal1	4.6290846922463e-09	0.334634478789681	0.379	0.259	9.78866249022402e-05
Plekho1	4.8999936763592e-09	0.301944371144271	0.737	0.685	0.000103615266280292
Batf3	4.99503906817088e-09	0.379402004254754	0.136	0.056	0.000105625096135541
Pafah1b3	5.18012189238994e-09	0.290384162726826	0.835	0.789	0.000109538857536478
Pkib	5.81066229662043e-09	0.364253111395933	0.593	0.502	0.000122872264924336
St8sia1	5.84240442220236e-09	0.32170140794594	0.42	0.3	0.000123543483911891
Arid1b	6.16986183485109e-09	-0.326002904287608	0.68	0.776	0.000130467898359761
Syk	6.51062113221179e-09	0.34383816013056	0.779	0.712	0.000137673594461751
Hmgb3	6.61942843723689e-09	-0.288829355277002	0.338	0.464	0.000139974433733811
Ppa1	6.77455928491492e-09	-0.272524993615474	0.416	0.54	0.000143254830638811
Atp6ap2	7.81526651279720e-09	0.284295218041977	0.782	0.731	0.000165261625679609
Iqgap2	7.90844779015816e-09	0.258843688433168	0.894	0.864	0.000167232036970685
Gas7	8.5348758840309e-09	0.334905007100621	0.374	0.261	0.000180478485443717
Nme1	8.88331043342717e-09	-0.275638847360345	0.816	0.86	0.000187846482425251
Grap2	8.94644341568276e-09	0.313563140005457	0.307	0.197	0.000189181492468028
Snap23	9.15500148790622e-09	-0.269267027442946	0.36	0.487	0.000193591661463265
Phactr2	9.59933605730093e-09	0.283446829530414	0.781	0.731	0.000202987560267686
Ptpre	1.21290859319009e-08	-0.278002194114351	0.533	0.667	0.000256481651115975
Stat1	1.23617199742978e-08	0.351761351267539	0.7	0.613	0.000261400930576501
Slc15a3	1.29405253424423e-08	0.305083721822523	0.366	0.256	0.000273640348891285
Grm8	1.62137456012999e-08	0.440779946919088	0.482	0.376	0.000342855864485087
Itgax	1.94338308909781e-08	0.252125052032008	0.247	0.147	0.000410947788020623
Pik3cd	2.0118278255465e-08	0.362270415105088	0.632	0.555	0.000425421111990063
Fnip2	2.39018395835435e-08	0.340325947605075	0.452	0.342	0.000505428299833611
Gem	2.41320950777849e-08	-0.377475411820817	0.286	0.409	0.00051029728251484
Tnfrsf13c	2.48475224750468e-08	0.278630369370816	0.339	0.236	0.00052542571025734
Lat2	2.48783930549005e-08	0.279537943359885	0.642	0.53	0.000526078499538927
Gnai1	3.92953658592224e-08	0.322833957507047	0.206	0.115	0.000830939806459117
Fyn	3.93642729793501e-08	0.37220687804969	0.763	0.709	0.000832396916421338
Ly6c2	4.06115647935985e-08	0.345454464723	0.405	0.286	0.000858772149125433
Tacc1	4.83429967012951e-08	0.258722773434725	0.878	0.848	0.00102226100824559
Gm13919	4.92231602574245e-08	0.326254062395695	0.382	0.277	0.0010408729468035
Vav3	5.2452883424566e-08	-0.441252924482751	0.451	0.558	0.00110916867289587
Acer3	5.42584018412906e-08	0.315678342005931	0.712	0.633	0.00114734816533593
Rab8b	5.75991616743088e-08	-0.326209823381584	0.478	0.581	0.00121799187276493
Immp2l	5.77239976790462e-08	-0.310355216304464	0.492	0.62	0.00122063165492111
Slc41a2	5.90923796614039e-08	0.351701949429084	0.323	0.213	0.00124956746032005
Tapbp	6.55537729341675e-08	0.251011545315137	0.58	0.5	0.00138620008246591
Gng12	6.58686835858422e-08	0.298308213200392	0.667	0.588	0.00139285918310622
Eldr	6.7013909583011e-08	0.32632545085378	0.386	0.283	0.00141707613204235
Cacna1e	6.70169722098151e-08	0.304112705288368	0.1	0.036	0.00141714089434875
Rgs2	6.92395784042678e-08	0.441895230709097	0.649	0.604	0.00146414012493665
Fam241a	7.03252132726009e-08	0.389080956592073	0.474	0.384	0.00148709695986242
Me2	7.09920667310844e-08	0.281317628037126	0.618	0.543	0.00150119824309551
Sema4d	7.86716281317215e-08	0.314139547427028	0.633	0.557	0.00166359024847338
Vav2	8.14987685752474e-08	0.292430019167567	0.25	0.159	0.00172337296029218
Rogdi	8.68307143199306e-08	0.285722773100381	0.472	0.372	0.00183612228500925
Alox5ap	9.22162489751417e-08	0.304427897185913	0.85	0.829	0.00195000480082835
Adpgk	9.34543707810892e-08	0.278865469852991	0.48	0.391	0.00197618612453691
Tifab	9.68209040308744e-08	0.258942497703636	0.609	0.513	0.00204737483663687
Nrgn	9.88888727590144e-08	-0.258351530867154	0.412	0.541	0.00209110410336212
Rgs18	1.02863808553603e-07	0.253278149260549	0.673	0.598	0.0021751580956745
Ccr5	1.06597479932369e-07	0.334416826545353	0.252	0.156	0.00225411031064987
Dap	1.07257791163879e-07	0.29376693166664	0.816	0.776	0.00226807325195138
Stat2	1.16913781814088e-07	0.284310820520411	0.412	0.303	0.00247225883024071
Gmds	1.21967751534362e-07	-0.292218723148354	0.436	0.557	0.00257913007394563
Egfr	1.26469157421714e-07	0.261597843251117	0.222	0.126	0.00267431680283957
Kctd14	1.31398701157311e-07	0.299891532193367	0.35	0.251	0.00277855693467249
Filip1l	1.73712936536011e-07	0.281653855733145	0.681	0.594	0.00367333375599049
Gm36975	1.79501023857179e-07	0.430184961828343	0.32	0.219	0.0037957286504839
Oxct1	1.97129785944232e-07	0.321326101450026	0.664	0.616	0.00416850645357672
Arhgap24	2.16290344005794e-07	0.315589107226436	0.403	0.297	0.00457367561434652
Jak2	2.23517867496287e-07	0.334533507924143	0.473	0.38	0.00472650882607649
Inpp4b	2.25909580132165e-07	0.33334697223911	0.656	0.573	0.00477708398147476
Gltp	2.28239701110942e-07	0.26718364409966	0.752	0.725	0.00482635671969199
Fgd2	2.45154477198889e-07	0.280501897716154	0.554	0.473	0.0051840365748477
Siglecg	2.60778617170067e-07	0.295722779913745	0.383	0.287	0.00551442463867824
Igkc	2.6103639072419e-07	0.854959891719007	0.202	0.117	0.00551987551825373
Klf13	2.65505255885593e-07	0.289118947039843	0.788	0.754	0.00561437414095674
Sugct	2.85521042499842e-07	-0.259070814424883	0.104	0.188	0.00603762796470166
Ifi27	2.85580999246147e-07	-0.294684108038982	0.336	0.44	0.00603889581005901
Lst1	2.86795974195266e-07	-0.329274498079323	0.441	0.552	0.00606458767033309
Egr1	2.87291075668267e-07	0.376363495916419	0.353	0.258	0.00607505708608118
Trim25	2.90711278503666e-07	0.317604335384062	0.588	0.521	0.00614738069523852
Rgs1	2.90924588901683e-07	0.53466746135502	0.521	0.442	0.00615189135691499
Rcsd1	4.00200158931714e-07	0.325336108299286	0.755	0.722	0.00846263256077003
Gse1	4.3730509752197e-07	-0.25265879851486	0.209	0.31	0.00924725359219958
Fabp5	4.6083194477215e-07	-0.270721093538937	0.646	0.741	0.00974475230415189
Anxa2	5.08255300680101e-07	0.298057282634761	0.351	0.255	0.0107475665881814
Pid1	5.803029595769e-07	0.495674458511049	0.149	0.076	0.0122710863832131
Nr3c1	7.7117414798411e-07	0.292873311960932	0.625	0.578	0.016307248533272
H2-K1	8.80953742633598e-07	-0.271875215682684	0.655	0.756	0.0186286478417301
Sdc4	9.55638202208776e-07	0.281876481010999	0.641	0.547	0.0202079254239068
Rere	1.2648422877308e-06	-0.263322687766616	0.621	0.732	0.0267463550163556
Rbpms	1.43071744743739e-06	-0.385344573013369	0.441	0.539	0.030253951143511
Cdv3	1.46975914911216e-06	-0.282688979026158	0.777	0.829	0.0310795269671257
Tgfbr1	1.58361816103252e-06	0.340661304576815	0.652	0.596	0.0334871896331936
Ptger4	1.96420735181311e-06	0.285497489087798	0.367	0.276	0.04153512866144
Acap2	2.06495022923312e-06	0.25706229297255	0.667	0.604	0.0436654375473635
Slfn2	2.08245101504859e-06	0.339034527148797	0.456	0.371	0.0440355091642174
Rnf122	2.37967726851843e-06	0.255839155893721	0.359	0.27	0.0503206555200907
Fdps	2.74016397054087e-06	0.358867206291549	0.692	0.669	0.0579435073210572
Klf4	2.78826591447329e-06	0.273334435275344	0.248	0.166	0.0589606710274521
Zfp36	2.89615755592785e-06	0.403376814471634	0.748	0.743	0.0612421476776503
Cnn2	2.95664217763778e-06	0.258005067471363	0.714	0.667	0.0625211554883285
Slco3a1	3.16794798084939e-06	0.290390588869	0.654	0.59	0.0669894280030411
5430427O19Rik	4.22925982605535e-06	0.254381397879296	0.435	0.344	0.0894319282817665
Clcn5	4.54258017815535e-06	0.265858498016991	0.563	0.477	0.0960574004472729
Mctp1	4.8042013293233e-06	-0.542864828999817	0.398	0.482	0.10158964130987
Pdzd4	5.40151913533242e-06	0.278890491546773	0.513	0.429	0.114220523635739
Mpo	6.12214367015164e-06	-0.737899701970195	0.281	0.372	0.129458850049027
BC147527	6.46716334869599e-06	0.276383538929188	0.267	0.188	0.136754636171525
Cd74	7.15033330385821e-06	1.31620031342846	0.356	0.284	0.151200948043386
Malt1	9.02693369495069e-06	0.373775511642093	0.597	0.532	0.190883539913427
Kansl1l	9.11174891640582e-06	-0.269616777414736	0.494	0.602	0.192677042586317
Ctr9	9.47182229145472e-06	-0.268924514809188	0.381	0.486	0.200291154175101
Fhit	1.01249545374155e-05	-0.275135175789663	0.452	0.552	0.214102288648188
Ephb2	1.11197271101137e-05	0.260224758310486	0.3	0.222	0.235137749470464
Ppm1h	1.5294588579459e-05	0.28536862492477	0.613	0.555	0.323419370101239
Map3k8	1.56859762977144e-05	0.259282064681323	0.335	0.259	0.331695654791468
Pml	1.60042623199666e-05	0.291173096491216	0.424	0.354	0.338426131018014
Spns3	1.68412471053523e-05	0.293125991261755	0.424	0.357	0.35612501128978
Mob3b	1.80527536379676e-05	0.278385577440273	0.363	0.286	0.381743528428463
Fosb	2.2513527510742e-05	0.381496773401271	0.332	0.252	0.476071052742151
Evi5	2.73417121485215e-05	0.279486599670503	0.544	0.481	0.578167845092636
Capn5	2.9316811940542e-05	0.250328673455742	0.31	0.233	0.619933305294702
Rftn1	3.1529441695447e-05	0.287469256796209	0.662	0.622	0.666721574091923
Hbb-bt	3.19827823668006e-05	-0.797091041471524	0.166	0.235	0.676307915928366
Fgf13	3.41355400628388e-05	-0.363667192704167	0.154	0.227	0.72183013016879
Klk1b27	3.76937105146837e-05	0.334440964241042	0.156	0.092	0.797071202543501
Ppp3ca	4.25446459359853e-05	-0.409751207686894	0.798	0.851	0.899649082962344
Lrrk1	4.8586349251986e-05	0.305680563010275	0.51	0.453	1
Parp8	5.64800519362747e-05	0.262436045908429	0.802	0.75	1
Ncoa1	6.87191101959934e-05	0.2562243548294	0.542	0.487	1
Lyst	7.73760641494955e-05	0.269441586290629	0.516	0.459	1
Ifi44	7.79225008196315e-05	0.252961867605946	0.253	0.185	1
Ccl4	9.31681661752012e-05	0.535424245878673	0.595	0.572	1
Il1r2	9.67495048342867e-05	0.327312817363117	0.139	0.083	1
Zc3h12c	9.70848318270808e-05	0.282354708211803	0.386	0.316	1
Sla2	0.000106967006307724	0.288049017018202	0.526	0.477	1
Abr	0.00010976615475198	0.276709462382732	0.537	0.475	1
Rel	0.000146055047929021	0.258724323345119	0.683	0.669	1
Pecam1	0.000268221801893154	0.290881401837332	0.62	0.594	1
Aff1	0.000459842029373325	0.265768576100531	0.604	0.583	1
Pbx1	0.000566583055309939	-0.328108878842339	0.234	0.3	1
Neat1	0.000614898263533858	0.280658635544839	0.57	0.525	1
Hspa1b	0.00090971210512454	0.389317854627557	0.128	0.081	1
Dusp5	0.00124935690989612	0.330267360651727	0.556	0.543	1
Svbp	0.00129796029094725	0.26607400359922	0.707	0.71	1
Ikzf1	0.0013024385539296	-0.253087549555998	0.923	0.961	1
Otulinl	0.00160262809408321	0.285010813464467	0.447	0.416	1
Maml2	0.00167162930050571	0.270312635840894	0.73	0.726	1
Ifi203	0.00249613654289073	0.357840515271447	0.693	0.727	1
Sat1	0.00255531752475945	0.257405389904465	0.559	0.56	1
Clec10a	0.00293077236628465	0.263739230041981	0.173	0.127	1
Grasp	0.00478437013404146	0.258676750901664	0.224	0.181	1
Prtn3	0.00493656696956409	-0.252486321167704	0.342	0.398	1
Mndal	0.00716125995162505	0.256517343609377	0.798	0.831	1
Cecr2	0.0099238745393952	-0.255361270950731	0.363	0.419	1
Id2	0.0126395508847738	0.864093461427101	0.313	0.283	1
Ebf1	0.0182237046678293	-0.474503657720293	0.203	0.245	1
Cd86	0.0327625017346841	0.256124489866521	0.361	0.328	1
Lncpint	0.0351727444263321	0.251812008191072	0.416	0.397	1
Atf3	0.0530901665667275	0.424953907252389	0.232	0.204	1
Tmtc2	0.0821953094006331	-0.306739543426892	0.215	0.246	1
Trbc2	0.12756808558683	0.319582651892101	0.203	0.179	1
Hspa1a	0.566913572162554	0.544373559172387	0.148	0.145	1
